2025-08-20 12:04:06 | petfinder_original |     INFO | setup_professional_logging:63 | ================================================================================
2025-08-20 12:04:06 | petfinder_original |     INFO | setup_professional_logging:64 | 🚀 INICIANDO EXPERIMENTO: petfinder - original
2025-08-20 12:04:06 | petfinder_original |     INFO | setup_professional_logging:65 | 📁 Log file: ../logs/petfinder/original_20250820_120406.log
2025-08-20 12:04:06 | petfinder_original |     INFO | setup_professional_logging:66 | 🕐 Timestamp: 2025-08-20 12:04:06
2025-08-20 12:04:06 | petfinder_original |     INFO | setup_professional_logging:67 | ================================================================================
2025-08-20 12:04:06 | petfinder_original |     INFO | <module>:75 | 📊 Configuración del experimento:
2025-08-20 12:04:06 | petfinder_original |     INFO | <module>:76 |    ├── Proyecto: petfinder
2025-08-20 12:04:06 | petfinder_original |     INFO | <module>:77 |    ├── Experimento: original
2025-08-20 12:04:06 | petfinder_original |     INFO | <module>:78 |    └── Ciclos de entrenamiento: 2
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:46 | 📂 Experimento MLflow existente: petfinder_original
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:49 | 🔬 MLFLOW CONFIGURADO
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:50 |    ├── Tracking URI: file:///Users/alejandro/Documents/Austral/GitHub/UA_MDM_Labo2/work/mlruns
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:51 |    ├── Experimento: petfinder_original
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:52 |    └── Experiment ID: 162465273007525882
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:59 | 🔍 ANÁLISIS DEL SISTEMA DE CÓMPUTO
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:60 |    ├── PyTorch version: 2.8.0
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:61 |    ├── CUDA disponible: False
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:62 |    ├── MPS disponible: True
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:63 |    └── Núcleos CPU: 10
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:2 | 🧠 CONFIGURACIÓN DEL MODELO
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:3 |    ├── Cargando ResNet50 preentrenado...
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:6 |    ├── ✅ ResNet50 cargado exitosamente
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:11 |    ├── Capa final modificada: 2048 → 5 clases
2025-08-20 12:04:07 | petfinder_original |     INFO | <module>:16 |    ├── Detectando dispositivo óptimo...
